"Palay and Corn: Volume of Production by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2019 by Ecosystem/Croptype, Geolocation, Year and Period"

"Ecosystem/Croptype","Geolocation","1987 Quarter 1","1987 Quarter 2","1987 Semester 1","1987 Quarter 3","1987 Quarter 4","1987 Semester 2","1987 Annual","1988 Quarter 1","1988 Quarter 2","1988 Semester 1","1988 Quarter 3","1988 Quarter 4","1988 Semester 2","1988 Annual","1989 Quarter 1","1989 Quarter 2","1989 Semester 1","1989 Quarter 3","1989 Quarter 4","1989 Semester 2","1989 Annual","1990 Quarter 1","1990 Quarter 2","1990 Semester 1","1990 Quarter 3","1990 Quarter 4","1990 Semester 2","1990 Annual","1991 Quarter 1","1991 Quarter 2","1991 Semester 1","1991 Quarter 3","1991 Quarter 4","1991 Semester 2","1991 Annual","1992 Quarter 1","1992 Quarter 2","1992 Semester 1","1992 Quarter 3","1992 Quarter 4","1992 Semester 2","1992 Annual","1993 Quarter 1","1993 Quarter 2","1993 Semester 1","1993 Quarter 3","1993 Quarter 4","1993 Semester 2","1993 Annual","1994 Quarter 1","1994 Quarter 2","1994 Semester 1","1994 Quarter 3","1994 Quarter 4","1994 Semester 2","1994 Annual","1995 Quarter 1","1995 Quarter 2","1995 Semester 1","1995 Quarter 3","1995 Quarter 4","1995 Semester 2","1995 Annual","1996 Quarter 1","1996 Quarter 2","1996 Semester 1","1996 Quarter 3","1996 Quarter 4","1996 Semester 2","1996 Annual","1997 Quarter 1","1997 Quarter 2","1997 Semester 1","1997 Quarter 3","1997 Quarter 4","1997 Semester 2","1997 Annual","1998 Quarter 1","1998 Quarter 2","1998 Semester 1","1998 Quarter 3","1998 Quarter 4","1998 Semester 2","1998 Annual","1999 Quarter 1","1999 Quarter 2","1999 Semester 1","1999 Quarter 3","1999 Quarter 4","1999 Semester 2","1999 Annual","2000 Quarter 1","2000 Quarter 2","2000 Semester 1","2000 Quarter 3","2000 Quarter 4","2000 Semester 2","2000 Annual","2001 Quarter 1","2001 Quarter 2","2001 Semester 1","2001 Quarter 3","2001 Quarter 4","2001 Semester 2","2001 Annual","2002 Quarter 1","2002 Quarter 2","2002 Semester 1","2002 Quarter 3","2002 Quarter 4","2002 Semester 2","2002 Annual","2003 Quarter 1","2003 Quarter 2","2003 Semester 1","2003 Quarter 3","2003 Quarter 4","2003 Semester 2","2003 Annual","2004 Quarter 1","2004 Quarter 2","2004 Semester 1","2004 Quarter 3","2004 Quarter 4","2004 Semester 2","2004 Annual","2005 Quarter 1","2005 Quarter 2","2005 Semester 1","2005 Quarter 3","2005 Quarter 4","2005 Semester 2","2005 Annual","2006 Quarter 1","2006 Quarter 2","2006 Semester 1","2006 Quarter 3","2006 Quarter 4","2006 Semester 2","2006 Annual","2007 Quarter 1","2007 Quarter 2","2007 Semester 1","2007 Quarter 3","2007 Quarter 4","2007 Semester 2","2007 Annual","2008 Quarter 1","2008 Quarter 2","2008 Semester 1","2008 Quarter 3","2008 Quarter 4","2008 Semester 2","2008 Annual","2009 Quarter 1","2009 Quarter 2","2009 Semester 1","2009 Quarter 3","2009 Quarter 4","2009 Semester 2","2009 Annual","2010 Quarter 1","2010 Quarter 2","2010 Semester 1","2010 Quarter 3","2010 Quarter 4","2010 Semester 2","2010 Annual","2011 Quarter 1","2011 Quarter 2","2011 Semester 1","2011 Quarter 3","2011 Quarter 4","2011 Semester 2","2011 Annual","2012 Quarter 1","2012 Quarter 2","2012 Semester 1","2012 Quarter 3","2012 Quarter 4","2012 Semester 2","2012 Annual","2013 Quarter 1","2013 Quarter 2","2013 Semester 1","2013 Quarter 3","2013 Quarter 4","2013 Semester 2","2013 Annual","2014 Quarter 1","2014 Quarter 2","2014 Semester 1","2014 Quarter 3","2014 Quarter 4","2014 Semester 2","2014 Annual","2015 Quarter 1","2015 Quarter 2","2015 Semester 1","2015 Quarter 3","2015 Quarter 4","2015 Semester 2","2015 Annual","2016 Quarter 1","2016 Quarter 2","2016 Semester 1","2016 Quarter 3","2016 Quarter 4","2016 Semester 2","2016 Annual","2017 Quarter 1","2017 Quarter 2","2017 Semester 1","2017 Quarter 3","2017 Quarter 4","2017 Semester 2","2017 Annual","2018 Quarter 1","2018 Quarter 2","2018 Semester 1","2018 Quarter 3","2018 Quarter 4","2018 Semester 2","2018 Annual","2019 Quarter 1","2019 Quarter 2","2019 Semester 1","2019 Quarter 3","2019 Quarter 4","2019 Semester 2","2019 Annual"
"Palay","....Southern Leyte",9965.00,11505.00,21470.00,1983.00,11204.00,13187.00,34657.00,7827.00,10668.00,18495.00,2760.00,11757.00,14517.00,33012.00,15190.00,8446.00,23636.00,3773.00,15273.00,19046.00,42682.00,12430.00,6300.00,18730.00,4190.00,7320.00,11510.00,30240.00,10250.00,7390.00,17640.00,4900.00,10110.00,15010.00,32650.00,16310.00,5440.00,21750.00,2230.00,7100.00,9330.00,31080.00,17400.00,4560.00,21960.00,2710.00,14130.00,16840.00,38800.00,19660.00,4280.00,23940.00,3690.00,14770.00,18460.00,42400.00,22488.00,5140.00,27628.00,3707.00,15234.00,18941.00,46569.00,22567.00,5969.00,28536.00,3886.00,16460.00,20346.00,48882.00,24210.00,6258.00,30468.00,4028.00,17398.00,21426.00,51894.00,23027.00,3188.00,26215.00,1248.00,11102.00,12350.00,38565.00,25210.00,5282.00,30492.00,2698.00,17442.00,20140.00,50632.00,23985.00,6628.00,30613.00,3029.00,16991.00,20020.00,50633.00,25422.00,7058.00,32480.00,5546.00,23319.00,28865.00,61345.00,18873.00,11839.00,30712.00,5226.00,24648.00,29874.00,60586.00,20370.00,12767.00,33137.00,5596.00,25645.00,31241.00,64378.00,21413.00,14081.00,35494.00,6354.00,29142.00,35496.00,70990.00,29539.00,15235.00,44774.00,6691.00,30986.00,37677.00,82451.00,26667.00,16556.00,43223.00,9190.00,32000.00,41190.00,84413.00,29015.00,16698.00,45713.00,8731.00,32458.00,41189.00,86902.00,31750.00,16774.00,48524.00,10104.00,41306.00,51410.00,99934.00,37988.00,15465.00,53453.00,6251.00,43087.00,49338.00,102791.00,40535.00,15147.00,55682.00,7079.00,37190.00,44269.00,99951.00,35028.00,17009.00,52037.00,6991.00,33625.00,40616.00,92653.00,37279.00,17252.00,54531.00,7100.00,34535.00,41635.00,96166.00,9250.00,44589.00,53839.00,6782.00,34250.00,41032.00,94871.00,8896.00,43095.00,51991.00,7360.00,33221.00,40581.00,92572.00,9025.00,42920.00,51945.00,7179.00,33457.00,40636.00,92581.00,10642.00,40277.00,50919.00,7456.00,32713.00,40169.00,91088.00,12190.00,24817.00,37007.00,7724.00,30605.00,38329.00,75336.00,12778.00,37306.00,50084.00,7702.00,30359.00,38061.00,88145.00,12862.00,..,..,..,..,..,..
"Palay","..REGION IX (ZAMBOANGA PENINSULA)",102752.00,32728.00,135480.00,38736.00,132361.00,171097.00,306577.00,106890.00,45716.00,152606.00,72594.00,112573.00,185167.00,337773.00,122010.00,42202.00,164212.00,71436.00,125355.00,196791.00,361003.00,90196.00,26479.00,116675.00,72083.00,153932.00,226015.00,342690.00,102336.00,23004.00,125340.00,89625.00,164687.00,254312.00,379652.00,90740.00,14021.00,104761.00,76089.00,123538.00,199627.00,304388.00,91005.00,26657.00,117662.00,95113.00,157412.00,252525.00,370187.00,89691.00,34397.00,124088.00,94574.00,104793.00,199367.00,323455.00,83381.00,39069.00,122450.00,131663.00,88723.00,220386.00,342836.00,114000.00,46941.00,160941.00,116715.00,99675.00,216390.00,377331.00,90688.00,44306.00,134994.00,102315.00,118007.00,220322.00,355316.00,59155.00,18825.00,77980.00,56088.00,127217.00,183305.00,261285.00,81463.00,36906.00,118369.00,111264.00,92531.00,203795.00,322164.00,111416.00,63869.00,175285.00,154642.00,113671.00,268313.00,443598.00,89283.00,63408.00,152691.00,154888.00,123501.00,278389.00,431080.00,116737.00,63954.00,180691.00,185278.00,139148.00,324426.00,505117.00,111422.00,61484.00,172906.00,194883.00,156288.00,351171.00,524077.00,117506.00,73259.00,190765.00,204352.00,151808.00,356160.00,546925.00,125854.00,57936.00,183790.00,216440.00,162327.00,378767.00,562557.00,143135.00,63304.00,206439.00,167527.00,140235.00,307762.00,514201.00,134921.00,50127.00,185048.00,184787.00,183924.00,368711.00,553759.00,142928.00,56127.00,199055.00,203861.00,148394.00,352255.00,551310.00,151725.00,57190.00,208915.00,199933.00,156916.00,356849.00,565764.00,128228.00,61587.00,189815.00,167105.00,195725.00,362830.00,552645.00,164733.00,87539.00,252272.00,221552.00,148379.00,369931.00,622203.00,184553.00,76667.00,261220.00,219035.00,138576.00,357611.00,618831.00,190697.00,76571.00,267268.00,219827.00,152018.00,371845.00,639113.00,205315.00,68223.00,273538.00,205330.00,177909.00,383239.00,656777.00,194702.00,65661.00,260363.00,159011.00,242401.00,401412.00,661775.00,145887.00,56052.90,201939.90,181232.00,197939.00,379171.00,581110.90,214632.00,81747.00,296379.00,209613.00,194598.00,404211.00,700590.00,217703.00,78401.00,296104.00,195755.95,236813.48,432569.43,728673.43,194913.95,..,..,..,..,..,..
"Palay","....Zamboanga del Norte",12069.00,1981.00,14050.00,3438.00,29644.00,33082.00,47132.00,13753.00,3813.00,17566.00,6485.00,26985.00,33470.00,51036.00,18860.00,3682.00,22542.00,8527.00,39326.00,47853.00,70395.00,22024.00,876.00,22900.00,5832.00,43852.00,49684.00,72584.00,25224.00,726.00,25950.00,6352.00,47543.00,53895.00,79845.00,5709.00,225.00,5934.00,8246.00,24109.00,32355.00,38289.00,9704.00,1006.00,10710.00,2705.00,36705.00,39410.00,50120.00,11480.00,4216.00,15696.00,15984.00,22252.00,38236.00,53932.00,17443.00,4909.00,22352.00,24350.00,14275.00,38625.00,60977.00,24565.00,7491.00,32056.00,22896.00,18116.00,41012.00,73068.00,22622.00,8234.00,30856.00,13457.00,32499.00,45956.00,76812.00,16540.00,4312.00,20852.00,7481.00,30364.00,37845.00,58697.00,18258.00,8178.00,26436.00,18668.00,14766.00,33434.00,59870.00,16422.00,12620.00,29042.00,17138.00,24623.00,41761.00,70803.00,19284.00,9764.00,29048.00,14926.00,25470.00,40396.00,69444.00,30859.00,8142.00,39001.00,19326.00,21943.00,41269.00,80270.00,27951.00,3712.00,31663.00,19616.00,24480.00,44096.00,75759.00,21106.00,10557.00,31663.00,24005.00,25664.00,49669.00,81332.00,29271.00,772.00,30043.00,24295.00,33918.00,58213.00,88256.00,39234.00,1278.00,40512.00,12593.00,33719.00,46312.00,86824.00,31461.00,2690.00,34151.00,14261.00,38578.00,52839.00,86990.00,30338.00,12858.00,43196.00,36158.00,14574.00,50732.00,93928.00,32769.00,4668.00,37437.00,33632.00,19283.00,52915.00,90352.00,30318.00,274.00,30592.00,13989.00,40480.00,54469.00,85061.00,25808.00,21728.00,47536.00,24841.00,25807.00,50648.00,98184.00,35397.00,9156.00,44553.00,31902.00,20413.00,52315.00,96868.00,42498.00,15625.00,58123.00,32990.00,25695.00,58685.00,116808.00,44406.00,8358.00,52764.00,39006.00,22622.00,61628.00,114392.00,47153.00,6432.00,53585.00,5597.00,65883.00,71480.00,125065.00,30488.00,5789.00,36277.00,7403.00,42135.00,49538.00,85815.00,25908.00,9072.00,34980.00,25945.00,43885.00,69830.00,104810.00,33823.00,9420.00,43243.00,26757.37,62311.99,89069.36,132312.36,30837.31,..,..,..,..,..,..
"Palay","....Zamboanga del Sur",88163.00,29367.00,117530.00,33388.00,96237.00,129625.00,247155.00,91375.00,37516.00,128891.00,61403.00,76973.00,138376.00,267267.00,97592.00,31080.00,128672.00,57807.00,78386.00,136193.00,264865.00,62179.00,23207.00,85386.00,57822.00,97880.00,155702.00,241088.00,67182.00,18907.00,86089.00,72945.00,107416.00,180361.00,266450.00,77009.00,12023.00,89032.00,60898.00,92792.00,153690.00,242722.00,78551.00,18483.00,97034.00,85571.00,112508.00,198079.00,295113.00,70791.00,27887.00,98678.00,70941.00,72969.00,143910.00,242588.00,58322.00,32410.00,90732.00,100107.00,62194.00,162301.00,253033.00,79465.00,36865.00,116330.00,83273.00,71543.00,154816.00,271146.00,62109.00,34472.00,96581.00,81133.00,75321.00,156454.00,253035.00,38587.00,13829.00,52416.00,45950.00,86994.00,132944.00,185360.00,56791.00,24333.00,81124.00,85056.00,68929.00,153985.00,235109.00,86700.00,46002.00,132702.00,130270.00,81190.00,211460.00,344162.00,63419.00,49065.00,112484.00,132408.00,88783.00,221191.00,333675.00,53807.00,34465.00,88272.00,108645.00,75908.00,184553.00,272825.00,53260.00,39980.00,93240.00,115470.00,84320.00,199790.00,293030.00,58605.00,47606.00,106211.00,110998.00,81167.00,192165.00,298376.00,61740.00,44489.00,106229.00,117598.00,82369.00,199967.00,306196.00,57006.00,45774.00,102780.00,81352.00,68671.00,150023.00,252803.00,54516.00,31274.00,85790.00,95300.00,104633.00,199933.00,285723.00,65324.00,36516.00,101840.00,88443.00,91734.00,180177.00,282017.00,62395.00,43415.00,105810.00,85689.00,94720.00,180409.00,286219.00,59288.00,49212.00,108500.00,96020.00,96866.00,192886.00,301386.00,84139.00,42837.00,126976.00,119955.00,81148.00,201103.00,328079.00,79155.00,49703.00,128858.00,111741.00,82571.00,194312.00,323170.00,73143.00,46835.00,119978.00,107364.00,94145.00,201509.00,321487.00,84315.00,46268.00,130583.00,111737.00,99075.00,210812.00,341395.00,71043.00,50903.00,121946.00,114534.00,96712.00,211246.00,333192.00,69686.00,43136.53,112822.53,120887.00,75821.00,196708.00,309530.53,120327.00,60579.00,180906.00,113487.00,85659.00,199146.00,380052.00,116681.00,50997.00,167678.00,111508.87,102835.27,214344.13,382022.13,109129.56,..,..,..,..,..,..
"Palay","....Zamboanga Sibugay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25864.00,17432.00,43296.00,52659.00,32550.00,85209.00,128505.00,26425.00,14956.00,41381.00,55265.00,37881.00,93146.00,134527.00,31566.00,12650.00,44216.00,63883.00,37587.00,101470.00,145686.00,28349.00,10611.00,38960.00,67062.00,38039.00,105101.00,144061.00,39298.00,13157.00,52455.00,65582.00,32582.00,98164.00,150619.00,41332.00,12486.00,53818.00,68346.00,32978.00,101324.00,155142.00,39407.00,4194.00,43601.00,72432.00,34323.00,106755.00,150356.00,48087.00,5991.00,54078.00,72169.00,36169.00,108338.00,162416.00,31082.00,11079.00,42161.00,48188.00,52078.00,100266.00,142427.00,47090.00,19691.00,66781.00,67209.00,34669.00,101878.00,168659.00,61961.00,14000.00,75961.00,65059.00,29157.00,94216.00,170177.00,66977.00,9812.00,76789.00,69309.00,27168.00,96477.00,173266.00,69022.00,10835.00,79857.00,44039.00,49639.00,93678.00,173535.00,70067.00,5985.00,76052.00,27051.00,71912.00,98963.00,175015.00,40333.00,5342.37,45675.37,41504.00,70570.00,112074.00,157749.37,62174.00,8668.00,70842.00,59143.00,58901.00,118044.00,188886.00,59824.00,14042.00,73866.00,46506.96,64455.70,110962.66,184828.66,48715.59,..,..,..,..,..,..
"Palay","......City of Zamboanga",2520.00,1380.00,3900.00,1910.00,6480.00,8390.00,12290.00,1762.00,4387.00,6149.00,4706.00,8615.00,13321.00,19470.00,5558.00,7440.00,12998.00,5102.00,7643.00,12745.00,25743.00,5993.00,2396.00,8389.00,8429.00,12200.00,20629.00,29018.00,9930.00,3371.00,13301.00,10328.00,9728.00,20056.00,33357.00,8022.00,1773.00,9795.00,6945.00,6637.00,13582.00,23377.00,2750.00,7168.00,9918.00,6837.00,8199.00,15036.00,24954.00,7420.00,2294.00,9714.00,7649.00,9572.00,17221.00,26935.00,7616.00,1750.00,9366.00,7206.00,12254.00,19460.00,28826.00,9970.00,2585.00,12555.00,10546.00,10016.00,20562.00,33117.00,5957.00,1600.00,7557.00,7725.00,10187.00,17912.00,25469.00,4028.00,684.00,4712.00,2657.00,9859.00,12516.00,17228.00,6414.00,4395.00,10809.00,7540.00,8836.00,16376.00,27185.00,8294.00,5247.00,13541.00,7234.00,7858.00,15092.00,28633.00,6580.00,4579.00,11159.00,7554.00,9248.00,16802.00,27961.00,6207.00,3915.00,10122.00,4648.00,8747.00,13395.00,23517.00,3786.00,2836.00,6622.00,4532.00,9607.00,14139.00,20761.00,6229.00,2446.00,8675.00,5466.00,7390.00,12856.00,21531.00,6494.00,2064.00,8558.00,7485.00,8001.00,15486.00,24044.00,7597.00,3095.00,10692.00,8000.00,5263.00,13263.00,23955.00,7612.00,3677.00,11289.00,6880.00,7735.00,14615.00,25904.00,7859.00,2559.00,10418.00,6828.00,7763.00,14591.00,25009.00,8474.00,3116.00,11590.00,8443.00,6744.00,15187.00,26777.00,7540.00,1022.00,8562.00,8908.00,6301.00,15209.00,23771.00,7696.00,3283.00,10979.00,9547.00,6755.00,16302.00,27281.00,8040.00,3808.00,11848.00,10333.00,6435.00,16768.00,28616.00,8079.00,4299.00,12378.00,10164.00,5010.00,15174.00,27552.00,7572.00,2762.00,10334.00,10548.00,6573.00,17121.00,27455.00,6439.00,2341.00,8780.00,11829.00,7894.00,19723.00,28503.00,5380.00,1785.00,7165.00,11438.00,9413.00,20851.00,28016.00,6223.00,3428.00,9651.00,11038.00,6153.00,17191.00,26842.00,7375.00,3942.00,11317.00,10982.76,7210.52,18193.28,29510.28,6231.49,..,..,..,..,..,..
"Palay","..REGION X (NORTHERN MINDANAO)",72571.00,36094.00,108665.00,51436.00,133172.00,184608.00,293273.00,67224.00,53570.00,120794.00,67996.00,127154.00,195150.00,315944.00,131222.00,31762.00,162984.00,71130.00,163595.00,234725.00,397709.00,103340.00,25279.00,128619.00,54862.00,182063.00,236925.00,365544.00,102919.00,40424.00,143343.00,91992.00,179180.00,271172.00,414515.00,85925.00,14497.00,100422.00,51697.00,202121.00,253818.00,354240.00,117134.00,31501.00,148635.00,73640.00,204572.00,278212.00,426847.00,96729.00,86577.00,183306.00,92208.00,224163.00,316371.00,499677.00,127652.00,115433.00,243085.00,92746.00,174873.00,267619.00,510704.00,117444.00,106841.00,224285.00,105276.00,123259.00,228535.00,452820.00,107575.00,89116.00,196691.00,87735.00,127573.00,215308.00,411999.00,109846.00,83832.00,193678.00,83184.00,150299.00,233483.00,427161.00,117033.00,102226.00,219259.00,117864.00,142434.00,260298.00,479557.00,117146.00,117104.00,234250.00,107784.00,157571.00,265355.00,499605.00,112051.00,150658.00,262709.00,93523.00,175544.00,269067.00,531776.00,114655.00,119989.00,234644.00,79768.00,218096.00,297864.00,532508.00,110151.00,113112.00,223263.00,87143.00,179466.00,266609.00,489872.00,109476.00,106980.00,216456.00,89776.00,159640.00,249416.00,465872.00,105824.00,90432.00,196256.00,90844.00,171910.00,262754.00,459010.00,111415.00,94087.00,205502.00,92011.00,163776.00,255787.00,461289.00,113688.00,106828.00,220516.00,113303.00,168073.00,281376.00,501892.00,126107.00,131950.00,258057.00,118318.00,174871.00,293189.00,551246.00,146958.00,111225.00,258183.00,139351.00,185763.00,325114.00,583297.00,116173.00,116088.00,232261.00,139115.00,215066.00,354181.00,586442.00,144591.00,121844.00,266435.00,144805.00,199750.00,344555.00,610990.00,143088.00,135536.00,278624.00,151278.00,207446.00,358724.00,637348.00,143179.00,141508.00,284687.00,180480.00,209736.00,390216.00,674903.00,175809.00,139538.00,315347.00,190930.00,207487.00,398417.00,713764.00,180694.00,124068.00,304762.00,186082.00,234276.00,420358.00,725120.00,170185.00,99644.00,269829.00,215201.00,226254.00,441455.00,711284.00,185682.00,136331.40,322013.40,200698.00,223022.00,423720.00,745733.40,185982.00,131465.00,317447.00,204313.81,239639.51,443953.32,761400.32,183502.25,..,..,..,..,..,..
"Palay","....Bukidnon",38851.00,17934.00,56785.00,31763.00,86723.00,118486.00,175271.00,46056.00,26118.00,72174.00,40873.00,72220.00,113093.00,185267.00,94049.00,8147.00,102196.00,35126.00,127225.00,162351.00,264547.00,66030.00,8163.00,74193.00,30674.00,146765.00,177439.00,251632.00,72807.00,6702.00,79509.00,53860.00,130666.00,184526.00,264035.00,48901.00,5664.00,54565.00,33198.00,141158.00,174356.00,228921.00,82054.00,7200.00,89254.00,33871.00,154444.00,188315.00,277569.00,59603.00,47468.00,107071.00,46965.00,140708.00,187673.00,294744.00,84746.00,54085.00,138831.00,49241.00,90920.00,140161.00,278992.00,78729.00,53961.00,132690.00,42882.00,54186.00,97068.00,229758.00,71953.00,30550.00,102503.00,45965.00,50505.00,96470.00,198973.00,75379.00,29658.00,105037.00,44380.00,61749.00,106129.00,211166.00,82511.00,45548.00,128059.00,67022.00,59490.00,126512.00,254571.00,84662.00,47680.00,132342.00,65592.00,57886.00,123478.00,255820.00,69109.00,63327.00,132436.00,51230.00,57024.00,108254.00,240690.00,70132.00,49619.00,119751.00,44353.00,88879.00,133232.00,252983.00,74556.00,33491.00,108047.00,50913.00,68997.00,119910.00,227957.00,68084.00,32262.00,100346.00,50336.00,66160.00,116496.00,216842.00,66376.00,31277.00,97653.00,54362.00,76856.00,131218.00,228871.00,70352.00,34038.00,104390.00,56735.00,78404.00,135139.00,239529.00,68535.00,39296.00,107831.00,75980.00,82787.00,158767.00,266598.00,83013.00,61502.00,144515.00,73280.00,79501.00,152781.00,297296.00,107828.00,43706.00,151534.00,96363.00,82644.00,179007.00,330541.00,80023.00,50842.00,130865.00,98121.00,107526.00,205647.00,336512.00,96288.00,57351.00,153639.00,102265.00,97583.00,199848.00,353487.00,101040.00,59898.00,160938.00,106270.00,106013.00,212283.00,373221.00,100354.00,62195.00,162549.00,112087.00,125855.00,237942.00,400491.00,120512.00,72506.00,193018.00,117339.00,116284.00,233623.00,426641.00,124315.00,58325.00,182640.00,118968.00,134967.00,253935.00,436575.00,119207.00,34521.00,153728.00,145009.00,126379.00,271388.00,425116.00,126076.00,69546.00,195622.00,131897.00,129583.00,261480.00,457102.00,125158.00,69224.00,194382.00,135247.91,140543.77,275791.68,470173.68,125332.85,..,..,..,..,..,..
"Palay","....Camiguin",115.00,945.00,1060.00,648.00,933.00,1581.00,2641.00,775.00,282.00,1057.00,426.00,1184.00,1610.00,2667.00,418.00,425.00,843.00,1174.00,164.00,1338.00,2181.00,650.00,414.00,1064.00,886.00,81.00,967.00,2031.00,170.00,795.00,965.00,1000.00,42.00,1042.00,2007.00,184.00,337.00,521.00,96.00,37.00,133.00,654.00,201.00,303.00,504.00,1038.00,38.00,1076.00,1580.00,586.00,780.00,1366.00,328.00,638.00,966.00,2332.00,413.00,549.00,962.00,838.00,851.00,1689.00,2651.00,533.00,405.00,938.00,548.00,480.00,1028.00,1966.00,475.00,692.00,1167.00,538.00,573.00,1111.00,2278.00,425.00,540.00,965.00,360.00,460.00,820.00,1785.00,470.00,546.00,1016.00,884.00,596.00,1480.00,2496.00,368.00,666.00,1034.00,512.00,589.00,1101.00,2135.00,390.00,612.00,1002.00,549.00,280.00,829.00,1831.00,268.00,506.00,774.00,178.00,580.00,758.00,1532.00,193.00,675.00,868.00,278.00,546.00,824.00,1692.00,221.00,646.00,867.00,238.00,630.00,868.00,1735.00,227.00,668.00,895.00,189.00,498.00,687.00,1582.00,211.00,803.00,1014.00,301.00,631.00,932.00,1946.00,165.00,909.00,1074.00,207.00,792.00,999.00,2073.00,118.00,979.00,1097.00,287.00,901.00,1188.00,2285.00,224.00,867.00,1091.00,332.00,851.00,1183.00,2274.00,238.00,925.00,1163.00,242.00,826.00,1068.00,2231.00,296.00,877.00,1173.00,236.00,968.00,1204.00,2377.00,270.00,1018.00,1288.00,276.00,909.00,1185.00,2473.00,265.00,1020.00,1285.00,310.00,942.00,1252.00,2537.00,269.00,1035.00,1304.00,222.00,1048.00,1270.00,2574.00,279.00,1037.00,1316.00,253.00,1054.00,1307.00,2623.00,189.00,919.00,1108.00,156.00,894.00,1050.00,2158.00,541.00,743.00,1284.00,279.00,423.00,702.00,1986.00,265.00,1078.00,1343.00,331.60,664.00,995.60,2338.60,259.30,..,..,..,..,..,..
"Palay","....Lanao del Norte",15840.00,12040.00,27880.00,10903.00,23120.00,34023.00,61903.00,9153.00,13845.00,22998.00,14495.00,33389.00,47884.00,70882.00,21459.00,11183.00,32642.00,20559.00,16756.00,37315.00,69957.00,18354.00,8596.00,26950.00,13538.00,18987.00,32525.00,59475.00,14565.00,19984.00,34549.00,25653.00,27483.00,53136.00,87685.00,21948.00,1113.00,23061.00,9821.00,42401.00,52222.00,75283.00,21251.00,16771.00,38022.00,24292.00,38980.00,63272.00,101294.00,21690.00,24408.00,46098.00,27190.00,61028.00,88218.00,134316.00,22390.00,44480.00,66870.00,27903.00,58671.00,86574.00,153444.00,26032.00,28164.00,54196.00,32404.00,54254.00,86658.00,140854.00,16708.00,41217.00,57925.00,25491.00,57549.00,83040.00,140965.00,12586.00,43200.00,55786.00,26360.00,70315.00,96675.00,152461.00,17949.00,44888.00,62837.00,28591.00,56121.00,84712.00,147549.00,16274.00,57715.00,73989.00,23651.00,65686.00,89337.00,163326.00,25864.00,67524.00,93388.00,26064.00,89052.00,115116.00,208504.00,24014.00,54144.00,78158.00,23208.00,102262.00,125470.00,203628.00,14888.00,63913.00,78801.00,20439.00,88907.00,109346.00,188147.00,17278.00,57036.00,74314.00,23376.00,69430.00,92806.00,167120.00,14812.00,42780.00,57592.00,20728.00,69233.00,89961.00,147553.00,15663.00,42242.00,57905.00,18287.00,58559.00,76846.00,134751.00,24440.00,42658.00,67098.00,21039.00,55768.00,76807.00,143905.00,17778.00,49677.00,67455.00,21322.00,63017.00,84339.00,151794.00,16322.00,46597.00,62919.00,17978.00,67118.00,85096.00,148015.00,12929.00,44960.00,57889.00,17634.00,69232.00,86866.00,144755.00,25086.00,39089.00,64175.00,23979.00,64093.00,88072.00,152247.00,22235.00,46182.00,68417.00,22756.00,67234.00,89990.00,158407.00,20436.00,51035.00,71471.00,40726.00,53130.00,93856.00,165327.00,33959.00,40706.00,74665.00,36170.00,60935.00,97105.00,171770.00,36056.00,38802.00,74858.00,30088.00,68640.00,98728.00,173586.00,29306.00,41835.85,71141.85,36082.00,71779.00,107861.00,179002.85,34296.00,41892.90,76188.90,36075.00,67246.00,103321.00,179509.90,35481.00,36851.00,72332.00,36214.30,72308.24,108522.54,180854.54,36688.52,..,..,..,..,..,..
