"Palay and Corn: Volume of Production by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2019 by Ecosystem/Croptype, Geolocation, Year and Period"

"Ecosystem/Croptype","Geolocation","1987 Quarter 1","1987 Quarter 2","1987 Semester 1","1987 Quarter 3","1987 Quarter 4","1987 Semester 2","1987 Annual","1988 Quarter 1","1988 Quarter 2","1988 Semester 1","1988 Quarter 3","1988 Quarter 4","1988 Semester 2","1988 Annual","1989 Quarter 1","1989 Quarter 2","1989 Semester 1","1989 Quarter 3","1989 Quarter 4","1989 Semester 2","1989 Annual","1990 Quarter 1","1990 Quarter 2","1990 Semester 1","1990 Quarter 3","1990 Quarter 4","1990 Semester 2","1990 Annual","1991 Quarter 1","1991 Quarter 2","1991 Semester 1","1991 Quarter 3","1991 Quarter 4","1991 Semester 2","1991 Annual","1992 Quarter 1","1992 Quarter 2","1992 Semester 1","1992 Quarter 3","1992 Quarter 4","1992 Semester 2","1992 Annual","1993 Quarter 1","1993 Quarter 2","1993 Semester 1","1993 Quarter 3","1993 Quarter 4","1993 Semester 2","1993 Annual","1994 Quarter 1","1994 Quarter 2","1994 Semester 1","1994 Quarter 3","1994 Quarter 4","1994 Semester 2","1994 Annual","1995 Quarter 1","1995 Quarter 2","1995 Semester 1","1995 Quarter 3","1995 Quarter 4","1995 Semester 2","1995 Annual","1996 Quarter 1","1996 Quarter 2","1996 Semester 1","1996 Quarter 3","1996 Quarter 4","1996 Semester 2","1996 Annual","1997 Quarter 1","1997 Quarter 2","1997 Semester 1","1997 Quarter 3","1997 Quarter 4","1997 Semester 2","1997 Annual","1998 Quarter 1","1998 Quarter 2","1998 Semester 1","1998 Quarter 3","1998 Quarter 4","1998 Semester 2","1998 Annual","1999 Quarter 1","1999 Quarter 2","1999 Semester 1","1999 Quarter 3","1999 Quarter 4","1999 Semester 2","1999 Annual","2000 Quarter 1","2000 Quarter 2","2000 Semester 1","2000 Quarter 3","2000 Quarter 4","2000 Semester 2","2000 Annual","2001 Quarter 1","2001 Quarter 2","2001 Semester 1","2001 Quarter 3","2001 Quarter 4","2001 Semester 2","2001 Annual","2002 Quarter 1","2002 Quarter 2","2002 Semester 1","2002 Quarter 3","2002 Quarter 4","2002 Semester 2","2002 Annual","2003 Quarter 1","2003 Quarter 2","2003 Semester 1","2003 Quarter 3","2003 Quarter 4","2003 Semester 2","2003 Annual","2004 Quarter 1","2004 Quarter 2","2004 Semester 1","2004 Quarter 3","2004 Quarter 4","2004 Semester 2","2004 Annual","2005 Quarter 1","2005 Quarter 2","2005 Semester 1","2005 Quarter 3","2005 Quarter 4","2005 Semester 2","2005 Annual","2006 Quarter 1","2006 Quarter 2","2006 Semester 1","2006 Quarter 3","2006 Quarter 4","2006 Semester 2","2006 Annual","2007 Quarter 1","2007 Quarter 2","2007 Semester 1","2007 Quarter 3","2007 Quarter 4","2007 Semester 2","2007 Annual","2008 Quarter 1","2008 Quarter 2","2008 Semester 1","2008 Quarter 3","2008 Quarter 4","2008 Semester 2","2008 Annual","2009 Quarter 1","2009 Quarter 2","2009 Semester 1","2009 Quarter 3","2009 Quarter 4","2009 Semester 2","2009 Annual","2010 Quarter 1","2010 Quarter 2","2010 Semester 1","2010 Quarter 3","2010 Quarter 4","2010 Semester 2","2010 Annual","2011 Quarter 1","2011 Quarter 2","2011 Semester 1","2011 Quarter 3","2011 Quarter 4","2011 Semester 2","2011 Annual","2012 Quarter 1","2012 Quarter 2","2012 Semester 1","2012 Quarter 3","2012 Quarter 4","2012 Semester 2","2012 Annual","2013 Quarter 1","2013 Quarter 2","2013 Semester 1","2013 Quarter 3","2013 Quarter 4","2013 Semester 2","2013 Annual","2014 Quarter 1","2014 Quarter 2","2014 Semester 1","2014 Quarter 3","2014 Quarter 4","2014 Semester 2","2014 Annual","2015 Quarter 1","2015 Quarter 2","2015 Semester 1","2015 Quarter 3","2015 Quarter 4","2015 Semester 2","2015 Annual","2016 Quarter 1","2016 Quarter 2","2016 Semester 1","2016 Quarter 3","2016 Quarter 4","2016 Semester 2","2016 Annual","2017 Quarter 1","2017 Quarter 2","2017 Semester 1","2017 Quarter 3","2017 Quarter 4","2017 Semester 2","2017 Annual","2018 Quarter 1","2018 Quarter 2","2018 Semester 1","2018 Quarter 3","2018 Quarter 4","2018 Semester 2","2018 Annual","2019 Quarter 1","2019 Quarter 2","2019 Semester 1","2019 Quarter 3","2019 Quarter 4","2019 Semester 2","2019 Annual"
"Corn","....Misamis Oriental",4980.00,710.00,5690.00,15995.00,5925.00,21920.00,27610.00,6520.00,1287.00,7807.00,20134.00,9351.00,29485.00,37292.00,6863.00,3455.00,10318.00,22639.00,11081.00,33720.00,44038.00,6771.00,4029.00,10800.00,28608.00,13560.00,42168.00,52968.00,6676.00,4670.00,11346.00,25677.00,14756.00,40433.00,51779.00,6099.00,795.00,6894.00,18365.00,14574.00,32939.00,39833.00,13245.00,1575.00,14820.00,11178.00,18980.00,30158.00,44978.00,15313.00,2550.00,17863.00,23100.00,10110.00,33210.00,51073.00,9560.00,1532.00,11092.00,28062.00,9405.00,37467.00,48559.00,11056.00,2820.00,13876.00,26563.00,9470.00,36033.00,49909.00,7728.00,2617.00,10345.00,23636.00,7010.00,30646.00,40991.00,2931.00,246.00,3177.00,13955.00,23030.00,36985.00,40162.00,9028.00,2050.00,11078.00,24038.00,9169.00,33207.00,44285.00,8064.00,2186.00,10250.00,23182.00,11589.00,34771.00,45021.00,9277.00,1801.00,11078.00,27566.00,12086.00,39652.00,50730.00,11518.00,3241.00,14759.00,35195.00,14000.00,49195.00,63954.00,9157.00,1136.00,10293.00,37470.00,17716.00,55186.00,65479.00,11857.00,1575.00,13432.00,43860.00,14870.00,58730.00,72162.00,8546.00,1645.00,10191.00,44028.00,23520.00,67548.00,77739.00,13381.00,4667.00,18048.00,45927.00,21370.00,67297.00,85345.00,14010.00,4206.00,18216.00,37579.00,28394.00,65973.00,84189.00,16689.00,7182.00,23871.00,39147.00,32278.00,71425.00,95296.00,19361.00,6058.00,25419.00,38682.00,32711.00,71393.00,96812.00,18073.00,2090.00,20163.00,36323.00,36089.00,72412.00,92575.00,24754.00,5477.00,30231.00,42519.00,35442.00,77961.00,108192.00,26902.00,3972.00,30874.00,41923.00,36556.00,78479.00,109353.00,23796.00,3927.00,27723.00,42496.00,37460.00,79956.00,107679.00,19154.00,3900.00,23054.00,43428.00,45655.00,89083.00,112137.00,23347.00,1967.62,25314.62,37722.00,43007.00,80729.00,106043.62,15297.00,306.00,15603.00,52430.00,41773.00,94203.00,109806.00,29157.00,6095.00,35252.00,46778.00,34613.00,81391.00,116643.00,25853.00,6493.00,32346.00,43805.00,32881.00,76686.00,109032.00,22386.00,..,..,..,..,..,..
"Corn","..REGION XI (DAVAO REGION)",67121.00,10134.00,77255.00,66895.00,115410.00,182305.00,259560.00,18756.00,59524.00,78280.00,80739.00,98634.00,179373.00,257653.00,22748.00,57865.00,80613.00,64978.00,107827.00,172805.00,253418.00,25100.00,58138.00,83238.00,80860.00,102816.00,183676.00,266914.00,30242.00,40579.00,70821.00,87505.00,76684.00,164189.00,235010.00,26958.00,40389.00,67347.00,59693.00,80775.00,140468.00,207815.00,43044.00,45147.00,88191.00,59128.00,73287.00,132415.00,220606.00,37835.00,26345.00,64180.00,46654.00,44599.00,91253.00,155433.00,24966.00,31675.00,56641.00,46787.00,56681.00,103468.00,160109.00,25609.00,32345.00,57954.00,42051.00,50408.00,92459.00,150413.00,21990.00,26042.00,48032.00,49406.00,47299.00,96705.00,144737.00,18773.00,5753.00,24526.00,57583.00,49831.00,107414.00,131940.00,26678.00,23462.00,50140.00,46084.00,49590.00,95674.00,145814.00,22320.00,27458.00,49778.00,39441.00,62088.00,101529.00,151307.00,22302.00,24611.00,46913.00,49226.00,52267.00,101493.00,148406.00,28562.00,31394.00,59956.00,54587.00,67404.00,121991.00,181947.00,33694.00,39085.00,72779.00,67042.00,74523.00,141565.00,214344.00,28929.00,48048.00,76977.00,78332.00,92472.00,170804.00,247781.00,48172.00,38638.00,86810.00,108327.00,98276.00,206603.00,293413.00,40599.00,56946.00,97545.00,130108.00,116254.00,246362.00,343907.00,37009.00,63896.00,100905.00,144321.00,109021.00,253342.00,354247.00,56026.00,49852.00,105878.00,96465.00,84067.00,180532.00,286410.00,34774.00,51756.00,86530.00,68381.00,70167.00,138548.00,225078.00,35501.00,31702.00,67203.00,67573.00,67578.00,135151.00,202354.00,27153.00,40886.00,68039.00,57192.00,65982.00,123174.00,191213.00,32509.00,43115.00,75624.00,69520.00,53483.00,123003.00,198627.00,26308.00,46136.00,72444.00,75596.00,78973.00,154569.00,227013.00,41611.00,57961.00,99572.00,86273.00,94448.00,180721.00,280293.00,44851.00,27712.00,72563.00,73427.00,78110.00,151537.00,224100.00,42125.00,23907.00,66032.00,80018.00,73039.00,153057.00,219089.00,53305.00,36819.00,90124.00,93942.00,72669.00,166611.00,256735.00,55941.00,49720.00,105661.00,96994.97,72018.74,169013.71,274674.71,50099.21,..,..,..,..,..,..
"Corn","....Compostela Valley",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4734.00,11589.00,16323.00,12891.00,20185.00,33076.00,49399.00,9351.00,13426.00,22777.00,18952.00,19130.00,38082.00,60859.00,9295.00,11938.00,21233.00,24524.00,30763.00,55287.00,76520.00,13586.00,17229.00,30815.00,31927.00,23304.00,55231.00,86046.00,8981.00,9415.00,18396.00,34693.00,26425.00,61118.00,79514.00,11184.00,12380.00,23564.00,32245.00,22130.00,54375.00,77939.00,11210.00,8679.00,19889.00,23286.00,17781.00,41067.00,60956.00,5413.00,8641.00,14054.00,16249.00,21131.00,37380.00,51434.00,8254.00,11274.00,19528.00,12106.00,16772.00,28878.00,48406.00,7654.00,5249.00,12903.00,14326.00,18464.00,32790.00,45693.00,8797.00,5976.00,14773.00,19754.00,15599.00,35353.00,50126.00,4374.00,6490.00,10864.00,16184.00,20126.00,36310.00,47174.00,8487.00,17571.00,26058.00,21325.00,21046.00,42371.00,68429.00,8934.00,8641.00,17575.00,10637.00,17647.00,28284.00,45859.00,11510.00,7021.00,18531.00,17227.00,14181.00,31408.00,49939.00,8915.00,8586.00,17501.00,19458.00,17078.00,36536.00,54037.00,14681.00,14222.00,28903.00,24733.50,15469.74,40203.24,69106.24,12783.96,..,..,..,..,..,..
"Corn","....Davao del Norte",63174.00,7271.00,70445.00,18150.00,62165.00,80315.00,150760.00,15261.00,55582.00,70843.00,32679.00,50010.00,82689.00,153532.00,17073.00,53975.00,71048.00,24236.00,51654.00,75890.00,146938.00,20740.00,54003.00,74743.00,28262.00,47472.00,75734.00,150477.00,20354.00,38718.00,59072.00,29261.00,34885.00,64146.00,123218.00,18099.00,39959.00,58058.00,26565.00,36212.00,62777.00,120835.00,19311.00,39006.00,58317.00,17910.00,26502.00,44412.00,102729.00,12989.00,13665.00,26654.00,9518.00,16440.00,25958.00,52612.00,8060.00,16167.00,24227.00,11308.00,13212.00,24520.00,48747.00,6277.00,15217.00,21494.00,11740.00,12690.00,24430.00,45924.00,6135.00,8327.00,14462.00,11259.00,14641.00,25900.00,40362.00,7320.00,3148.00,10468.00,7833.00,15438.00,23271.00,33739.00,5526.00,7830.00,13356.00,11220.00,14713.00,25933.00,39289.00,7483.00,11350.00,18833.00,9139.00,18087.00,27226.00,46059.00,5681.00,11862.00,17543.00,12970.00,15003.00,27973.00,45516.00,2978.00,5760.00,8738.00,5569.00,9820.00,15389.00,24127.00,3930.00,6277.00,10207.00,7996.00,10658.00,18654.00,28861.00,3559.00,5100.00,8659.00,7143.00,9668.00,16811.00,25470.00,3501.00,7924.00,11425.00,10497.00,9642.00,20139.00,31564.00,4219.00,7878.00,12097.00,13451.00,10385.00,23836.00,35933.00,4633.00,11033.00,15666.00,17017.00,13139.00,30156.00,45822.00,6649.00,9719.00,16368.00,15487.00,10127.00,25614.00,41982.00,3930.00,7861.00,11791.00,11761.00,7749.00,19510.00,31301.00,3787.00,5726.00,9513.00,7649.00,6369.00,14018.00,23531.00,2281.00,6036.00,8317.00,7588.00,6690.00,14278.00,22595.00,2898.00,6014.00,8912.00,6679.00,6057.00,12736.00,21648.00,2122.00,4714.00,6836.00,6313.00,7548.00,13861.00,20697.00,3082.00,7461.00,10543.00,7745.00,7984.00,15729.00,26272.00,3999.00,5618.00,9617.00,4604.00,5914.00,10518.00,20135.00,3237.00,3651.00,6888.00,5867.00,5927.00,11794.00,18682.00,4498.00,5452.00,9950.00,8739.00,6185.00,14924.00,24874.00,5056.00,5032.00,10088.00,8898.00,6197.00,15095.00,25183.00,4978.00,..,..,..,..,..,..
"Corn","....Davao del Sur",1103.00,1202.00,2305.00,22455.00,6640.00,29095.00,31400.00,1361.00,1438.00,2799.00,23160.00,8726.00,31886.00,34685.00,2037.00,1554.00,3591.00,18082.00,14623.00,32705.00,36296.00,420.00,2075.00,2495.00,25928.00,16780.00,42708.00,45203.00,4563.00,199.00,4762.00,34461.00,7447.00,41908.00,46670.00,4590.00,69.00,4659.00,14642.00,7643.00,22285.00,26944.00,17486.00,1783.00,19269.00,23656.00,7134.00,30790.00,50059.00,15514.00,5751.00,21265.00,20735.00,13121.00,33856.00,55121.00,5448.00,3922.00,9370.00,20206.00,21150.00,41356.00,50726.00,9274.00,5540.00,14814.00,12913.00,15502.00,28415.00,43229.00,6290.00,4738.00,11028.00,17767.00,16190.00,33957.00,44985.00,4467.00,1202.00,5669.00,23609.00,15465.00,39074.00,44743.00,10602.00,5095.00,15697.00,13461.00,13510.00,26971.00,42668.00,7699.00,6197.00,13896.00,11961.00,15347.00,27308.00,41204.00,7593.00,5901.00,13494.00,17137.00,14504.00,31641.00,45135.00,7941.00,4472.00,12413.00,14040.00,14804.00,28844.00,41257.00,5564.00,8288.00,13852.00,17180.00,15794.00,32974.00,46826.00,5269.00,16698.00,21967.00,22582.00,20623.00,43205.00,65172.00,16894.00,2954.00,19848.00,42979.00,34545.00,77524.00,97372.00,13871.00,26471.00,40342.00,54014.00,47299.00,101313.00,141655.00,7313.00,20571.00,27884.00,58918.00,26389.00,85307.00,113191.00,19279.00,15067.00,34346.00,31743.00,23254.00,54997.00,89343.00,12307.00,17834.00,30141.00,19749.00,19452.00,39201.00,69342.00,11710.00,5359.00,17069.00,22243.00,17161.00,39404.00,56473.00,5700.00,18605.00,24305.00,16429.00,16953.00,33382.00,57687.00,10142.00,19740.00,29882.00,21124.00,12296.00,33420.00,63302.00,10793.00,20011.00,30804.00,28089.00,26829.00,54918.00,85722.00,18367.00,18348.00,36715.00,34147.00,40653.00,74800.00,111515.00,20856.00,3225.00,24081.00,35725.00,36502.00,72227.00,96308.00,14739.00,5448.00,20187.00,41081.00,22586.00,63667.00,83854.00,25197.00,8934.00,34131.00,41975.00,22342.00,64317.00,98448.00,21490.00,14741.00,36231.00,40161.47,24179.00,64340.47,100571.47,18417.80,..,..,..,..,..,..
"Corn","....Davao Oriental",2367.00,903.00,3270.00,22515.00,44805.00,67320.00,70590.00,1958.00,1119.00,3077.00,22050.00,36850.00,58900.00,61977.00,2525.00,920.00,3445.00,19776.00,37729.00,57505.00,60950.00,3234.00,1175.00,4409.00,22745.00,34443.00,57188.00,61597.00,4020.00,1072.00,5092.00,21524.00,32906.00,54430.00,59522.00,3738.00,216.00,3954.00,14570.00,33556.00,48126.00,52080.00,4370.00,1592.00,5962.00,15108.00,33956.00,49064.00,55026.00,5501.00,4478.00,9979.00,11440.00,12526.00,23966.00,33945.00,4362.00,5440.00,9802.00,10440.00,13496.00,23936.00,33738.00,6453.00,6460.00,12913.00,12107.00,15958.00,28065.00,40978.00,4387.00,6879.00,11266.00,12422.00,12289.00,24711.00,35977.00,5026.00,1403.00,6429.00,13657.00,12883.00,26540.00,32969.00,4676.00,4928.00,9604.00,17465.00,16713.00,34178.00,43782.00,4169.00,7003.00,11172.00,14374.00,19443.00,33817.00,44989.00,5873.00,3788.00,9661.00,15040.00,15523.00,30563.00,40224.00,8298.00,5639.00,13937.00,16171.00,17139.00,33310.00,47247.00,9637.00,6970.00,16607.00,17235.00,21349.00,38584.00,55191.00,9219.00,7775.00,16994.00,19403.00,24810.00,44213.00,61207.00,9533.00,5102.00,14635.00,19337.00,25047.00,44384.00,59019.00,9652.00,7723.00,17375.00,23652.00,27003.00,50655.00,68030.00,10474.00,14132.00,24606.00,29320.00,39205.00,68525.00,93131.00,14380.00,10838.00,25218.00,18958.00,23069.00,42027.00,67245.00,8389.00,10956.00,19345.00,14746.00,14989.00,29735.00,49080.00,5499.00,7079.00,12578.00,19405.00,21081.00,40486.00,53064.00,6708.00,6746.00,13454.00,13446.00,17894.00,31340.00,44794.00,6026.00,8167.00,14193.00,16961.00,12623.00,29584.00,43777.00,3725.00,9254.00,12979.00,19203.00,16794.00,35997.00,48976.00,5366.00,8274.00,13640.00,16211.00,17366.00,33577.00,47217.00,5042.00,5214.00,10256.00,16030.00,11497.00,27527.00,37783.00,7444.00,4038.00,11482.00,8521.00,24205.00,32726.00,44208.00,8673.00,9145.00,17818.00,16889.00,21100.00,37989.00,55807.00,9476.00,9360.00,18836.00,17059.00,19866.00,36925.00,55761.00,8935.45,..,..,..,..,..,..
"Corn","......City of Davao",477.00,758.00,1235.00,3775.00,1800.00,5575.00,6810.00,176.00,1385.00,1561.00,2850.00,3048.00,5898.00,7459.00,1113.00,1416.00,2529.00,2884.00,3821.00,6705.00,9234.00,706.00,885.00,1591.00,3925.00,4121.00,8046.00,9637.00,1305.00,590.00,1895.00,2259.00,1446.00,3705.00,5600.00,531.00,145.00,676.00,3916.00,3364.00,7280.00,7956.00,1877.00,2766.00,4643.00,2454.00,5695.00,8149.00,12792.00,3831.00,2451.00,6282.00,4961.00,2512.00,7473.00,13755.00,7096.00,6146.00,13242.00,4833.00,8823.00,13656.00,26898.00,3605.00,5128.00,8733.00,5291.00,6258.00,11549.00,20282.00,5178.00,6098.00,11276.00,7958.00,4179.00,12137.00,23413.00,1960.00,..,1960.00,12484.00,6045.00,18529.00,20489.00,5874.00,5609.00,11483.00,3938.00,4654.00,8592.00,20075.00,2969.00,2908.00,5877.00,3967.00,9211.00,13178.00,19055.00,3155.00,3060.00,6215.00,4079.00,7237.00,11316.00,17531.00,4611.00,3934.00,8545.00,5916.00,5456.00,11372.00,19917.00,5212.00,4124.00,9336.00,5679.00,7592.00,13271.00,22607.00,1587.00,6537.00,8124.00,4680.00,6608.00,11288.00,19412.00,4658.00,5429.00,10087.00,3587.00,5738.00,9325.00,19412.00,3876.00,5459.00,9335.00,4298.00,5142.00,9440.00,18775.00,3405.00,5780.00,9185.00,6821.00,8158.00,14979.00,24164.00,4508.00,5549.00,10057.00,6991.00,9836.00,16827.00,26884.00,4735.00,6464.00,11199.00,5876.00,6846.00,12722.00,23921.00,6251.00,2264.00,8515.00,6170.00,6195.00,12365.00,20880.00,4810.00,4250.00,9060.00,5403.00,5981.00,11384.00,20444.00,4646.00,3218.00,7864.00,5002.00,6908.00,11910.00,19774.00,5294.00,5667.00,10961.00,5807.00,7676.00,13483.00,24444.00,6309.00,6307.00,12616.00,6845.00,7399.00,14244.00,26860.00,6020.00,5014.00,11034.00,6431.00,6550.00,12981.00,24015.00,5195.00,3749.00,8944.00,7322.00,6140.00,13462.00,22406.00,6022.00,4702.00,10724.00,6881.00,5964.00,12845.00,23569.00,5238.00,6365.00,11603.00,6143.00,6307.00,12450.00,24053.00,4984.00,..,..,..,..,..,..
"Corn","..REGION XII (SOCCSKSARGEN)",87274.00,74296.00,161570.00,583680.00,842965.00,1426645.00,1588215.00,111393.00,63392.00,174785.00,704321.00,684966.00,1389287.00,1564072.00,124625.00,90919.00,215544.00,689919.00,706100.00,1396019.00,1611563.00,79677.00,83367.00,163044.00,783526.00,782388.00,1565914.00,1728958.00,101350.00,105162.00,206512.00,748157.00,717738.00,1465895.00,1672407.00,61973.00,49332.00,111305.00,777981.00,724267.00,1502248.00,1613553.00,168314.00,125371.00,293685.00,709785.00,806264.00,1516049.00,1809734.00,256769.00,149772.00,406541.00,516596.00,514812.00,1031408.00,1437949.00,189289.00,138424.00,327713.00,388819.00,322522.00,711341.00,1039054.00,286514.00,183168.00,469682.00,313989.00,334017.00,648006.00,1117688.00,207300.00,177135.00,384435.00,266681.00,308264.00,574945.00,959380.00,81716.00,7486.00,89202.00,433813.00,254717.00,688530.00,777732.00,205510.00,211569.00,417079.00,252674.00,358333.00,611007.00,1028086.00,176965.00,222011.00,398976.00,268250.00,323074.00,591324.00,990300.00,135442.00,154249.00,289691.00,293531.00,335820.00,629351.00,919042.00,150422.00,134491.00,284913.00,300633.00,299509.00,600142.00,885055.00,127056.00,122251.00,249307.00,262408.00,358409.00,620817.00,870124.00,149399.00,143735.00,293134.00,312429.00,419749.00,732178.00,1025312.00,159477.00,59453.00,218930.00,441099.00,299257.00,740356.00,959286.00,244010.00,136246.00,380256.00,359532.00,348055.00,707587.00,1087843.00,207991.00,92998.00,300989.00,469914.00,352681.00,822595.00,1123584.00,281853.00,167026.00,448879.00,347855.00,321047.00,668902.00,1117781.00,251345.00,211056.00,462401.00,348348.00,335880.00,684228.00,1146629.00,203117.00,121639.00,324756.00,384722.00,354970.00,739692.00,1064448.00,252423.00,190493.00,442916.00,350772.00,376866.00,727638.00,1170554.00,257565.00,196171.00,453736.00,365145.00,382450.00,747595.00,1201331.00,279042.00,195356.00,474398.00,415930.00,415279.00,831209.00,1305607.00,305289.00,179964.00,485253.00,447356.00,405456.00,852812.00,1338065.00,254707.00,76312.00,331019.00,483623.00,424633.00,908256.00,1239275.00,204637.00,15879.00,220516.00,521787.00,401707.00,923494.00,1144010.00,255622.00,163455.00,419077.00,461051.00,377049.00,838100.00,1257177.00,264931.00,134575.00,399506.00,460918.00,370650.00,831568.00,1231074.00,222093.29,..,..,..,..,..,..
"Corn","....Cotabato",36413.00,19662.00,56075.00,333965.00,103255.00,437220.00,493295.00,46599.00,24617.00,71216.00,335982.00,104672.00,440654.00,511870.00,40101.00,39822.00,79923.00,334964.00,113626.00,448590.00,528513.00,26002.00,22792.00,48794.00,393149.00,212466.00,605615.00,654409.00,51017.00,22407.00,73424.00,391501.00,180731.00,572232.00,645656.00,32051.00,204.00,32255.00,407369.00,177953.00,585322.00,617577.00,77447.00,36431.00,113878.00,359864.00,215147.00,575011.00,688889.00,81803.00,33619.00,115422.00,176348.00,114830.00,291178.00,406600.00,53602.00,43971.00,97573.00,135852.00,78302.00,214154.00,311727.00,105494.00,48731.00,154225.00,108420.00,81794.00,190214.00,344439.00,56394.00,49954.00,106348.00,91387.00,79621.00,171008.00,277356.00,17170.00,3560.00,20730.00,136785.00,37440.00,174225.00,194955.00,76389.00,51182.00,127571.00,85925.00,116697.00,202622.00,330193.00,38415.00,74726.00,113141.00,76706.00,104354.00,181060.00,294201.00,38239.00,66628.00,104867.00,87380.00,109515.00,196895.00,301762.00,40031.00,47689.00,87720.00,96417.00,94795.00,191212.00,278932.00,31408.00,58691.00,90099.00,77664.00,120002.00,197666.00,287765.00,59645.00,63260.00,122905.00,97460.00,113041.00,210501.00,333406.00,48767.00,17937.00,66704.00,160188.00,67053.00,227241.00,293945.00,78163.00,50864.00,129027.00,98868.00,102992.00,201860.00,330887.00,78317.00,39233.00,117550.00,142588.00,94218.00,236806.00,354356.00,116453.00,62715.00,179168.00,106728.00,82266.00,188994.00,368162.00,97204.00,77829.00,175033.00,103955.00,81043.00,184998.00,360031.00,91861.00,22897.00,114758.00,112568.00,97847.00,210415.00,325173.00,108329.00,76121.00,184450.00,90828.00,104669.00,195497.00,379947.00,111511.00,78951.00,190462.00,93778.00,101238.00,195016.00,385478.00,113120.00,82028.00,195148.00,104300.00,114946.00,219246.00,414394.00,116229.00,77417.00,193646.00,119968.00,101016.00,220984.00,414630.00,96720.00,35270.00,131990.00,144479.00,93297.00,237776.00,369766.00,66025.00,1836.00,67861.00,151429.00,98046.00,249475.00,317336.00,79366.00,29550.00,108916.00,129530.00,104624.00,234154.00,343070.00,99068.00,31963.00,131031.00,141829.00,83057.00,224886.00,355917.00,64903.00,..,..,..,..,..,..
"Corn","....Sarangani",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14802.00,7463.00,22265.00,51446.00,41476.00,92922.00,115187.00,18934.00,3077.00,22011.00,50822.00,24438.00,75260.00,97271.00,19320.00,7897.00,27217.00,43044.00,26932.00,69976.00,97193.00,10779.00,4962.00,15741.00,30437.00,31193.00,61630.00,77371.00,2069.00,2188.00,4257.00,47789.00,22477.00,70266.00,74523.00,11208.00,5294.00,16502.00,53076.00,32638.00,85714.00,102216.00,14316.00,6061.00,20377.00,41856.00,30927.00,72783.00,93160.00,9180.00,7573.00,16753.00,37342.00,18285.00,55627.00,72380.00,13044.00,7077.00,20121.00,44569.00,24547.00,69116.00,89237.00,13136.00,6275.00,19411.00,35237.00,27563.00,62800.00,82211.00,13464.00,13464.00,26928.00,49896.00,34076.00,83972.00,110900.00,13738.00,6169.00,19907.00,48366.00,35610.00,83976.00,103883.00,17097.00,9780.00,26877.00,55195.00,41696.00,96891.00,123768.00,18513.00,12742.00,31255.00,77208.00,51697.00,128905.00,160160.00,23215.00,14873.00,38088.00,57020.00,41016.00,98036.00,136124.00,23753.00,13552.00,37305.00,52556.00,46096.00,98652.00,135957.00,14922.00,10048.00,24970.00,48133.00,51302.00,99435.00,124405.00,20960.00,12724.00,33684.00,56366.00,44899.00,101265.00,134949.00,23244.00,12353.00,35597.00,58150.00,51732.00,109882.00,145479.00,25805.00,15730.00,41535.00,63974.00,57560.00,121534.00,163069.00,30904.00,14237.00,45141.00,68735.00,55580.00,124315.00,169456.00,21141.00,5830.00,26971.00,67781.00,58536.00,126317.00,153288.00,13520.00,2865.00,16385.00,67610.00,52368.00,119978.00,136363.00,23178.00,12858.00,36036.00,61639.00,53599.00,115238.00,151274.00,18427.00,12439.00,30866.00,60306.00,53635.00,113941.00,144807.00,20012.00,..,..,..,..,..,..
